id,title,repository,workstream,workstream_title,subsystem,suggested_lane,classification,parallelism,prerequisites,write_scope,completion_condition
CE-JBC-F12,Implement canonical fallback and diagnostics,Cellerator,CEFRAG,Atom-aware Cellerator fragment compiler,execution/atom_fragment,CE-JBC-L-FRAGMENT,settled required mechanism,Serial within CE-JBC-L-FRAGMENT; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CE-JBC-F11,[proposed] include/Cellerator/execution/atom_fragment/;[proposed] src/execution/atom_fragment/;[proposed] tests/jbc/fragment/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-F13,Register source-linked fragment compilers,Cellerator,CEFRAG,Atom-aware Cellerator fragment compiler,execution/atom_fragment,CE-JBC-L-FRAGMENT,settled required mechanism,Serial within CE-JBC-L-FRAGMENT; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CE-JBC-F12,[proposed] include/Cellerator/execution/atom_fragment/;[proposed] src/execution/atom_fragment/;[proposed] tests/jbc/fragment/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-F14,Execute canonical relation-apply atom-fragment smoke,Cellerator,CEFRAG,Atom-aware Cellerator fragment compiler,execution/atom_fragment,CE-JBC-L-FRAGMENT,settled required mechanism,Serial within CE-JBC-L-FRAGMENT; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CE-JBC-F13,[proposed] include/Cellerator/execution/atom_fragment/;[proposed] src/execution/atom_fragment/;[proposed] tests/jbc/fragment/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-M01,Define multi-atom port binding list,Cellerator,CEMULTI,Multi-atom and multi-extent Cellerator operands,execution/object_binding and candidate adapters,CE-JBC-L-MULTIATOM,settled required mechanism,Serial within CE-JBC-L-MULTIATOM; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-F14,[proposed] include/Cellerator/execution/object_binding/;[proposed] src/execution/object_binding/;[proposed] src/compute/candidate/jbc_multi_extent/;[proposed] tests/jbc/multi_extent/;[proposed] bench/jbc/multi_extent/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-M02,Define multi-extent physical binding list,Cellerator,CEMULTI,Multi-atom and multi-extent Cellerator operands,execution/object_binding and candidate adapters,CE-JBC-L-MULTIATOM,settled required mechanism,Serial within CE-JBC-L-MULTIATOM; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-M01,[proposed] include/Cellerator/execution/object_binding/;[proposed] src/execution/object_binding/;[proposed] src/compute/candidate/jbc_multi_extent/;[proposed] tests/jbc/multi_extent/;[proposed] bench/jbc/multi_extent/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-M03,"Query contiguity, alignment, and extent requirements",Cellerator,CEMULTI,Multi-atom and multi-extent Cellerator operands,execution/object_binding and candidate adapters,CE-JBC-L-MULTIATOM,settled required mechanism,Serial within CE-JBC-L-MULTIATOM; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-M02,[proposed] include/Cellerator/execution/object_binding/;[proposed] src/execution/object_binding/;[proposed] src/compute/candidate/jbc_multi_extent/;[proposed] tests/jbc/multi_extent/;[proposed] bench/jbc/multi_extent/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-M04,Compile the explicit contiguous-assembly baseline,Cellerator,CEMULTI,Multi-atom and multi-extent Cellerator operands,execution/object_binding and candidate adapters,CE-JBC-L-MULTIATOM,settled required mechanism,Serial within CE-JBC-L-MULTIATOM; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-M03,[proposed] include/Cellerator/execution/object_binding/;[proposed] src/execution/object_binding/;[proposed] src/compute/candidate/jbc_multi_extent/;[proposed] tests/jbc/multi_extent/;[proposed] bench/jbc/multi_extent/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-M05,"Implement reusable gather, scatter, and permutation operations",Cellerator,CEMULTI,Multi-atom and multi-extent Cellerator operands,execution/object_binding and candidate adapters,CE-JBC-L-MULTIATOM,settled required mechanism,Serial within CE-JBC-L-MULTIATOM; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-M04,[proposed] include/Cellerator/execution/object_binding/;[proposed] src/execution/object_binding/;[proposed] src/compute/candidate/jbc_multi_extent/;[proposed] tests/jbc/multi_extent/;[proposed] bench/jbc/multi_extent/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-M06,Define the direct multi-extent candidate contract,Cellerator,CEMULTI,Multi-atom and multi-extent Cellerator operands,execution/object_binding and candidate adapters,CE-JBC-L-MULTIATOM,settled required mechanism,Serial within CE-JBC-L-MULTIATOM; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-M05,[proposed] include/Cellerator/execution/object_binding/;[proposed] src/execution/object_binding/;[proposed] src/compute/candidate/jbc_multi_extent/;[proposed] tests/jbc/multi_extent/;[proposed] bench/jbc/multi_extent/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-M07,Implement an experimental multi-extent relation-apply candidate,Cellerator,CEMULTI,Multi-atom and multi-extent Cellerator operands,execution/object_binding and candidate adapters,CE-JBC-L-MULTIATOM,experimental candidate; baseline and negative result required,Serial within CE-JBC-L-MULTIATOM; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-M06,[proposed] include/Cellerator/execution/object_binding/;[proposed] src/execution/object_binding/;[proposed] src/compute/candidate/jbc_multi_extent/;[proposed] tests/jbc/multi_extent/;[proposed] bench/jbc/multi_extent/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-M08,Bind a structural atom plus mutable value overlay,Cellerator,CEMULTI,Multi-atom and multi-extent Cellerator operands,execution/object_binding and candidate adapters,CE-JBC-L-MULTIATOM,settled required mechanism,Serial within CE-JBC-L-MULTIATOM; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-M07,[proposed] include/Cellerator/execution/object_binding/;[proposed] src/execution/object_binding/;[proposed] src/compute/candidate/jbc_multi_extent/;[proposed] tests/jbc/multi_extent/;[proposed] bench/jbc/multi_extent/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-M09,Integrate chunk-native projection acquisition,Cellerator,CEMULTI,Multi-atom and multi-extent Cellerator operands,execution/object_binding and candidate adapters,CE-JBC-L-MULTIATOM,settled required mechanism,Serial within CE-JBC-L-MULTIATOM; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-M08,[proposed] include/Cellerator/execution/object_binding/;[proposed] src/execution/object_binding/;[proposed] src/compute/candidate/jbc_multi_extent/;[proposed] tests/jbc/multi_extent/;[proposed] bench/jbc/multi_extent/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-M10,Benchmark assembly versus direct multi-extent execution,Cellerator,CEMULTI,Multi-atom and multi-extent Cellerator operands,execution/object_binding and candidate adapters,CE-JBC-L-MULTIATOM,validation/evidence,Serial within CE-JBC-L-MULTIATOM; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-M09,[proposed] include/Cellerator/execution/object_binding/;[proposed] src/execution/object_binding/;[proposed] src/compute/candidate/jbc_multi_extent/;[proposed] tests/jbc/multi_extent/;[proposed] bench/jbc/multi_extent/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-P01,Map CellShard atom planes to projection_value_plane_v1,Cellerator,CEPLANE,"Cellerator atom planes, mutable values, gradients, and atom outputs",execution/atom_plane and projection_value_plane adapters,CE-JBC-L-PLANES,settled required mechanism,Serial within CE-JBC-L-PLANES; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CE-JBC-I12,[proposed] include/Cellerator/execution/atom_plane/;[proposed] src/execution/atom_plane/;include/Cellerator/execution/projection_value_plane/;src/execution/projection_value_plane/;[proposed] tests/jbc/atom_plane/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-P02,Define structural atom-plane binding,Cellerator,CEPLANE,"Cellerator atom planes, mutable values, gradients, and atom outputs",execution/atom_plane and projection_value_plane adapters,CE-JBC-L-PLANES,settled required mechanism,Serial within CE-JBC-L-PLANES; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CE-JBC-P01,[proposed] include/Cellerator/execution/atom_plane/;[proposed] src/execution/atom_plane/;include/Cellerator/execution/projection_value_plane/;src/execution/projection_value_plane/;[proposed] tests/jbc/atom_plane/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-P03,Define mutable relation-value atom plane,Cellerator,CEPLANE,"Cellerator atom planes, mutable values, gradients, and atom outputs",execution/atom_plane and projection_value_plane adapters,CE-JBC-L-PLANES,settled required mechanism,Serial within CE-JBC-L-PLANES; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CE-JBC-P02,[proposed] include/Cellerator/execution/atom_plane/;[proposed] src/execution/atom_plane/;include/Cellerator/execution/projection_value_plane/;src/execution/projection_value_plane/;[proposed] tests/jbc/atom_plane/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-P04,Define active-support overlay atom plane,Cellerator,CEPLANE,"Cellerator atom planes, mutable values, gradients, and atom outputs",execution/atom_plane and projection_value_plane adapters,CE-JBC-L-PLANES,settled required mechanism,Serial within CE-JBC-L-PLANES; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CE-JBC-P03,[proposed] include/Cellerator/execution/atom_plane/;[proposed] src/execution/atom_plane/;include/Cellerator/execution/projection_value_plane/;src/execution/projection_value_plane/;[proposed] tests/jbc/atom_plane/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-P05,Define mutable state atom plane,Cellerator,CEPLANE,"Cellerator atom planes, mutable values, gradients, and atom outputs",execution/atom_plane and projection_value_plane adapters,CE-JBC-L-PLANES,settled required mechanism,Serial within CE-JBC-L-PLANES; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CE-JBC-P04,[proposed] include/Cellerator/execution/atom_plane/;[proposed] src/execution/atom_plane/;include/Cellerator/execution/projection_value_plane/;src/execution/projection_value_plane/;[proposed] tests/jbc/atom_plane/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-P06,Define gradient atom plane,Cellerator,CEPLANE,"Cellerator atom planes, mutable values, gradients, and atom outputs",execution/atom_plane and projection_value_plane adapters,CE-JBC-L-PLANES,settled required mechanism,Serial within CE-JBC-L-PLANES; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CE-JBC-P05,[proposed] include/Cellerator/execution/atom_plane/;[proposed] src/execution/atom_plane/;include/Cellerator/execution/projection_value_plane/;src/execution/projection_value_plane/;[proposed] tests/jbc/atom_plane/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-P07,Bind generation_publication_v1 to atom generations,Cellerator,CEPLANE,"Cellerator atom planes, mutable values, gradients, and atom outputs",execution/atom_plane and projection_value_plane adapters,CE-JBC-L-PLANES,settled required mechanism,Serial within CE-JBC-L-PLANES; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CE-JBC-P06,[proposed] include/Cellerator/execution/atom_plane/;[proposed] src/execution/atom_plane/;include/Cellerator/execution/projection_value_plane/;src/execution/projection_value_plane/;[proposed] tests/jbc/atom_plane/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-P08,Emit persistent-order dense result atoms,Cellerator,CEPLANE,"Cellerator atom planes, mutable values, gradients, and atom outputs",execution/atom_plane and projection_value_plane adapters,CE-JBC-L-PLANES,settled required mechanism,Serial within CE-JBC-L-PLANES; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CE-JBC-P07,[proposed] include/Cellerator/execution/atom_plane/;[proposed] src/execution/atom_plane/;include/Cellerator/execution/projection_value_plane/;src/execution/projection_value_plane/;[proposed] tests/jbc/atom_plane/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-P09,Emit partial-result atoms,Cellerator,CEPLANE,"Cellerator atom planes, mutable values, gradients, and atom outputs",execution/atom_plane and projection_value_plane adapters,CE-JBC-L-PLANES,settled required mechanism,Serial within CE-JBC-L-PLANES; parallel with other provider/workstream lanes after JBC-G1-ATOM-THIN-WAIST.,CE-JBC-P08,[proposed] include/Cellerator/execution/atom_plane/;[proposed] src/execution/atom_plane/;include/Cellerator/execution/projection_value_plane/;src/execution/projection_value_plane/;[proposed] tests/jbc/atom_plane/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
